2,Ruim,1.54,Ruim,-
3,Bom,2.31,Ruim,-
4,Bom,3.85,Bom,-
5.5,Ótimo,5.62,Ótimo,+
5,Ótimo,5.23,Ótimo,+
6,Ótimo,6.0,Ótimo,=
5.5,Ótimo,5.31,Ótimo,-
2,Ruim,1.54,Ruim,-
6,Ótimo,6.0,Ótimo,=
4.5,Bom,4.46,Bom,-
2.5,Ruim,2.23,Ruim,-
4.5,Bom,5.23,Ótimo,+
6,Ótimo,6.0,Ótimo,=
5.5,Ótimo,5.23,Ótimo,-
4,Bom,3.77,Bom,-
3.5,Bom,3.0,Bom,-
3,Bom,3.0,Bom,=
6,Ótimo,6.0,Ótimo,=
4.5,Bom,4.54,Bom,+
